1_12030	1_17234	100	247	0	0	1065	1311	1	247	1.26e-163	490
1_17234	1_12030	100	247	0	0	1	247	1065	1311	3.37e-164	489
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
OG7_0003660_bestRep.tsv cat OG7_0003660_bestRep.tsv
OG7_0003660_bestRep.tsv cat OG7_0003660_bestRep.tsv
./OG7_0003660_bestRep.tsv cat ./OG7_0003660_bestRep.tsv
OG7_0003660_bestRep.tsv cat OG7_0003660_bestRep.tsv
OG7_0003660_bestRep.tsv cat OG7_0003660_bestRep.tsv
OG7_0003660_bestRep.tsv cat OG7_0003660_bestRep.tsv
OG7_0003660_bestRep.tsv cat OG7_0003660_bestRep.tsv
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
apis|A0A8R2AD67	0.0
apis|A0A8R2NKU6	7.66e-173
