ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
OG7_0008372_bestRep.tsv cat OG7_0008372_bestRep.tsv
OG7_0008372_bestRep.tsv cat OG7_0008372_bestRep.tsv
./OG7_0008372_bestRep.tsv cat ./OG7_0008372_bestRep.tsv
OG7_0008372_bestRep.tsv cat OG7_0008372_bestRep.tsv
OG7_0008372_bestRep.tsv cat OG7_0008372_bestRep.tsv
OG7_0008372_bestRep.tsv cat OG7_0008372_bestRep.tsv
OG7_0008372_bestRep.tsv cat OG7_0008372_bestRep.tsv
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
apis|A0A8R2AB51	0.0
apis|A0A8R1TDG2	4.59e-23
apis|A0A8R1W321	7.81e-41
ahos|F4B736	3.37e-30
