1_11597	1_15337	36.8	144	91	0	5	148	4	147	4.66e-30	109
1_11604	1_15337	83.0	147	25	0	1	147	1	147	6.38e-80	241
1_14198	1_15337	35.5	141	91	0	9	149	7	147	3.48e-26	99.4
1_15337	1_11597	36.8	144	91	0	4	147	5	148	1.36e-31	112
1_15337	1_11604	83.0	147	25	0	1	147	1	147	7.91e-82	245
1_15337	1_13868	35.9	103	62	1	6	104	6	108	9.88e-13	64.3
1_15337	1_14134	41.1	151	88	1	1	150	1	151	6.44e-34	122
1_15337	1_14198	35.5	141	91	0	7	147	9	149	2.87e-27	101
1_15337	1_17040	82.9	146	24	1	1	146	1	145	2.05e-76	233
1_15337	1_19571	38.2	89	50	1	4	92	2	85	1.32e-14	69.7
1_15337	1_21972	48.7	150	62	1	13	147	1	150	3.19e-45	152
1_15337	1_3170	83.0	147	24	1	1	147	1	146	9.38e-78	237
1_15337	1_3184	39.4	104	63	0	1	104	1	104	2.60e-21	89.0
1_15337	1_3505	35.0	100	65	0	5	104	7	106	1.59e-16	75.1
1_15337	1_4726	38.2	89	50	1	4	92	36	119	1.31e-14	69.7
1_15337	1_5370	47.9	117	34	1	31	147	1	90	1.81e-31	110
1_15337	1_7055	35.9	103	62	1	6	104	6	108	9.71e-13	64.3
1_15337	1_7234	35.0	100	65	0	5	104	7	106	1.74e-16	75.1
1_15337	1_7924	38.2	89	50	1	4	92	36	119	1.33e-14	69.7
1_15337	1_8080	35.5	62	39	1	90	150	1	62	2.51e-05	42.7
1_15337	1_9511	83.0	147	25	0	1	147	1	147	5.29e-81	245
1_17040	1_15337	82.9	146	24	1	1	145	1	146	1.89e-74	229
1_3170	1_15337	83.0	147	24	1	1	146	1	147	8.66e-76	233
1_5370	1_15337	47.9	117	34	1	1	90	31	147	3.34e-29	104
1_9511	1_15337	83.0	147	25	0	1	147	1	147	4.96e-79	241
