1_17965	1_9925	98.4	256	0	1	1	252	1	256	2.54e-163	452
1_879	1_9925	100	67	0	0	1	67	1	67	3.53e-43	139
1_9925	1_17965	98.4	256	0	1	1	256	1	252	5.20e-163	451
1_9925	1_879	100	67	0	0	1	67	1	67	1.91e-42	139
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
OG7_0001670_bestRep.tsv cat OG7_0001670_bestRep.tsv
OG7_0001670_bestRep.tsv cat OG7_0001670_bestRep.tsv
./OG7_0001670_bestRep.tsv cat ./OG7_0001670_bestRep.tsv
OG7_0001670_bestRep.tsv cat OG7_0001670_bestRep.tsv
OG7_0001670_bestRep.tsv cat OG7_0001670_bestRep.tsv
OG7_0001670_bestRep.tsv cat OG7_0001670_bestRep.tsv
OG7_0001670_bestRep.tsv cat OG7_0001670_bestRep.tsv
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
apis|A0A8R2H4R1	1.15e-169
apis|A0A8R2H5M9	3.10e-175
apis|A0A8R2H5E6	6.15e-45
