1_12458	1_2071	35.2	438	258	11	49	471	22	448	3.27e-72	235
1_2071	1_12458	35.2	438	258	11	22	448	49	471	1.45e-73	239
1_2071	1_21472	73.6	443	113	2	15	454	35	476	2.31e-235	652
1_2071	1_3719	73.6	454	116	2	4	454	19	471	1.51e-239	662
1_2071	1_3904	50.2	430	214	0	19	448	28	457	9.11e-159	457
1_2071	1_882	76.6	440	102	1	15	454	35	473	4.02e-247	682
1_21472	1_2071	73.6	443	113	2	35	476	15	454	1.06e-236	655
1_3719	1_2071	73.6	454	116	2	19	471	4	454	1.69e-241	667
1_3904	1_2071	50.1	431	215	0	28	458	19	449	6.57e-159	457
1_882	1_2071	76.6	440	102	1	35	473	15	454	1.29e-248	686
