1_1413	1_18084	100	617	0	0	1	617	1	617	0.0	1172
1_14295	1_18084	98.1	773	0	1	1	758	1	773	0.0	1271
1_14446	1_18084	100	669	0	0	1	669	105	773	0.0	1113
1_16515	1_18084	100	617	0	0	1	617	1	617	0.0	1173
1_17268	1_18084	94.1	883	1	1	1	883	1	832	0.0	1403
1_18084	1_1413	100	617	0	0	1	617	1	617	0.0	1173
1_18084	1_14295	97.2	782	6	2	1	782	1	766	0.0	1278
1_18084	1_14446	99.0	678	6	1	105	782	1	677	0.0	1116
1_18084	1_16515	100	617	0	0	1	617	1	617	0.0	1173
1_18084	1_17268	94.1	883	1	1	1	832	1	883	0.0	1406
1_18084	1_18489	99.1	782	6	1	1	782	1	781	0.0	1318
1_18084	1_18501	100	773	0	0	1	773	1	773	0.0	1317
1_18084	1_19152	99.1	782	6	1	1	782	1	781	0.0	1318
1_18084	1_2019	99.1	782	6	1	1	782	1	781	0.0	1318
1_18084	1_21060	100	773	0	0	1	773	1	773	0.0	1317
1_18084	1_22983	99.1	782	6	1	1	782	1	781	0.0	1318
1_18084	1_22986	100	617	0	0	1	617	1	617	0.0	1173
1_18084	1_4037	99.1	782	6	1	1	782	1	781	0.0	1318
1_18084	1_721	99.9	775	1	0	1	775	1	775	0.0	1318
1_18489	1_18084	100	773	0	0	1	773	1	773	0.0	1314
1_18501	1_18084	100	773	0	0	1	773	1	773	0.0	1315
1_19152	1_18084	100	773	0	0	1	773	1	773	0.0	1314
1_2019	1_18084	100	773	0	0	1	773	1	773	0.0	1314
1_21060	1_18084	100	773	0	0	1	773	1	773	0.0	1315
1_22983	1_18084	100	773	0	0	1	773	1	773	0.0	1314
1_22986	1_18084	100	617	0	0	1	617	1	617	0.0	1173
1_4037	1_18084	100	773	0	0	1	773	1	773	0.0	1314
1_721	1_18084	99.9	775	1	0	1	775	1	775	0.0	1316
