1_10099	1_11809	39.5	81	49	0	30	110	1	81	4.64e-12	63.2
1_1143	1_11809	40.5	121	42	1	1	91	23	143	9.80e-21	85.9
1_11809	1_10099	38.5	104	55	3	10	109	35	133	3.27e-12	62.4
1_11809	1_1143	40.5	121	42	1	23	143	1	91	6.98e-21	85.5
1_11809	1_1480	38.8	121	44	1	23	143	1	91	3.84e-21	82.4
1_11809	1_15430	94.4	144	8	0	1	144	1	144	1.51e-92	264
1_11809	1_18347	36.1	133	83	2	4	136	353	483	3.09e-15	71.2
1_11809	1_19227	41.9	136	79	0	7	142	126	261	1.82e-27	106
1_11809	1_20150	56.1	82	36	0	1	82	37	118	5.18e-24	90.1
1_11809	1_2441	39.7	121	43	1	23	143	1	91	1.68e-20	83.6
1_1480	1_11809	38.8	121	44	1	1	91	23	143	9.02e-21	81.3
1_15430	1_11809	94.4	144	8	0	1	144	1	144	2.15e-92	263
1_18347	1_11809	35.3	136	86	2	350	483	1	136	6.75e-16	75.1
1_19227	1_11809	41.9	136	79	0	126	261	7	142	2.42e-28	110
1_20150	1_11809	56.1	82	36	0	37	118	1	82	8.39e-25	92.0
1_2441	1_11809	39.7	121	43	1	1	91	23	143	1.38e-20	84.3
