1_19576	1_20233	50.4	468	230	2	20	487	42	507	2.28e-144	426
1_19576	1_21664	49.9	475	229	3	20	487	42	514	3.61e-142	421
1_19576	1_23632	99.4	476	3	0	16	491	77	552	0.0	875
1_19576	1_2793	49.9	475	229	3	20	487	42	514	2.58e-142	421
1_19576	1_459	50.4	468	230	2	20	487	42	507	1.62e-144	426
1_19576	1_5465	49.9	475	229	3	20	487	42	514	1.05e-142	421
1_19576	1_5779	49.9	475	229	3	20	487	42	514	6.98e-143	421
1_20233	1_19576	50.4	468	230	2	42	507	20	487	6.15e-146	431
1_21664	1_19576	49.9	475	229	3	42	514	20	487	6.98e-144	426
1_23632	1_19576	99.4	476	3	0	77	552	16	491	0.0	876
1_2793	1_19576	49.9	475	229	3	42	514	20	487	4.89e-144	426
1_459	1_19576	50.4	468	230	2	42	507	20	487	4.29e-146	431
1_5465	1_19576	49.9	475	229	3	42	514	20	487	1.88e-144	426
1_5779	1_19576	49.7	477	231	3	42	516	20	489	8.64e-145	426
