1_12162	1_7298	67.0	667	216	2	7	671	5	669	0.0	929
1_6032	1_7298	28.1	527	344	14	141	661	142	639	7.83e-55	199
1_7298	1_12162	67.0	667	216	2	5	669	7	671	0.0	928
1_7298	1_6032	28.1	527	344	14	142	639	141	661	1.95e-51	189
1_7298	1_7320	25.9	158	100	4	112	268	101	242	2.62e-05	47.0
1_7298	1_8831	28.1	527	344	14	142	639	168	688	2.68e-51	189
1_7298	1_9729	28.1	527	344	14	142	639	186	706	3.26e-51	189
1_7320	1_7298	24.6	187	122	5	74	242	83	268	1.58e-05	47.0
1_8831	1_7298	28.1	527	344	14	168	688	142	639	1.16e-54	199
1_9729	1_7298	28.1	527	344	14	186	706	142	639	1.48e-54	199
