1_10363	1_23858	97.8	538	3	1	1	538	1	529	0.0	1061
1_13586	1_23858	99.6	531	0	1	1	531	1	529	0.0	1068
1_18677	1_23858	97.6	540	2	1	1	540	1	529	0.0	1062
1_21111	1_23858	97.4	543	0	1	1	543	1	529	0.0	1065
1_21850	1_23858	99.4	529	0	1	1	526	1	529	0.0	1063
1_23858	1_10363	97.8	538	3	1	1	529	1	538	0.0	1059
1_23858	1_13586	99.6	531	0	1	1	529	1	531	0.0	1068
1_23858	1_18677	97.6	540	2	1	1	529	1	540	0.0	1061
1_23858	1_21111	97.4	543	0	1	1	529	1	543	0.0	1063
1_23858	1_21850	99.4	529	0	1	1	529	1	526	0.0	1062
1_23858	1_24034	99.4	529	2	1	1	529	1	528	0.0	1063
1_23858	1_4698	97.8	541	0	1	1	529	1	541	0.0	1064
1_24034	1_23858	99.4	529	2	1	1	528	1	529	0.0	1062
1_4698	1_23858	97.8	541	0	1	1	541	1	529	0.0	1067
