1_10180	1_8120	65.6	157	53	1	19	175	279	434	2.35e-64	207
1_12301	1_8120	60.1	471	168	4	1	471	1	451	9.21e-200	567
1_13520	1_8120	52.9	446	195	7	1	444	1	433	5.58e-147	433
1_13941	1_8120	54.4	283	122	3	14	294	1	278	2.06e-96	295
1_14960	1_8120	52.2	452	195	8	1	450	1	433	1.73e-144	427
1_15020	1_8120	38.3	473	222	12	25	450	1	450	7.47e-83	262
1_16562	1_8120	59.5	440	169	5	1	438	1	433	8.91e-179	513
1_16705	1_8120	51.1	456	207	6	469	920	7	450	1.14e-143	438
1_17996	1_8120	51.8	444	195	6	1	436	1	433	5.82e-146	429
1_19150	1_8120	57.8	438	175	6	1	432	1	434	1.16e-166	482
1_2093	1_8120	49.5	455	211	6	12	457	1	445	2.60e-136	405
1_22263	1_8120	39.6	445	214	10	1	402	1	433	3.50e-89	279
1_22281	1_8120	40.9	391	215	9	15	401	55	433	2.42e-80	259
1_22990	1_8120	52.2	483	200	10	1	478	1	457	2.76e-155	449
1_3178	1_8120	52.6	302	134	5	1	295	1	300	8.96e-100	302
1_5968	1_8120	61.9	202	73	2	14	213	1	200	5.30e-78	242
1_8085	1_8120	51.8	456	204	7	469	920	7	450	3.78e-145	442
1_8120	1_12301	60.2	470	167	4	1	450	1	470	7.92e-199	564
1_8120	1_13520	52.9	446	195	7	1	433	1	444	1.02e-147	434
1_8120	1_13793	40.7	398	206	11	55	433	15	401	5.02e-81	261
1_8120	1_13941	51.5	307	133	5	1	293	14	318	3.08e-94	289
1_8120	1_14960	52.2	452	195	8	1	433	1	450	4.44e-145	428
1_8120	1_15020	38.3	473	222	12	1	450	25	450	2.67e-83	263
1_8120	1_16562	59.5	440	169	5	1	433	1	438	3.54e-176	506
1_8120	1_16705	52.3	436	193	5	27	450	488	920	3.22e-145	441
1_8120	1_17996	51.8	444	195	6	1	433	1	436	3.14e-146	430
1_8120	1_19150	57.8	438	175	6	1	434	1	432	1.77e-166	481
1_8120	1_1998	38.3	473	222	12	1	450	25	450	8.07e-82	263
1_8120	1_20707	42.2	393	208	10	55	433	15	402	9.13e-87	276
1_8120	1_2093	49.5	455	211	6	1	445	12	457	1.72e-137	408
1_8120	1_22263	42.2	393	208	10	55	433	15	402	7.40e-88	276
1_8120	1_22281	41.2	396	207	11	55	433	15	401	1.06e-79	257
1_8120	1_22674	38.5	416	224	12	55	447	15	421	3.22e-77	251
1_8120	1_22990	52.2	483	200	10	1	457	1	478	5.27e-155	448
1_8120	1_3178	52.3	302	135	4	1	300	1	295	1.32e-98	299
1_8120	1_3784	38.5	416	224	12	55	447	15	421	5.21e-78	251
1_8120	1_5968	61.9	202	73	2	1	200	14	213	8.88e-79	244
1_8120	1_8085	53.0	436	190	6	27	450	488	920	4.17e-146	443
1_8120	1_828	59.8	328	120	3	1	316	1	328	2.15e-133	389
1_8120	1_9111	60.2	470	167	4	1	450	1	470	4.80e-200	564
1_8120	1_926	39.2	474	217	11	1	450	1	427	1.33e-89	283
1_828	1_8120	59.8	328	120	3	1	328	1	316	2.18e-134	391
1_9111	1_8120	60.1	471	168	4	1	471	1	451	4.82e-201	567
