1_17769	1_1037	30.5	203	126	4	5	200	423	617	1.50e-16	77.0
1_17769	1_11839	30.6	193	129	2	13	200	224	416	1.37e-17	79.7
1_17769	1_11903	31.2	173	115	3	30	200	100	270	3.64e-13	66.2
1_17769	1_1275	31.4	172	98	4	20	189	407	560	5.69e-13	66.6
1_17769	1_14739	30.5	174	110	4	12	179	260	428	1.63e-10	59.3
1_17769	1_14768	34.1	164	93	4	38	193	109	265	2.00e-16	75.1
1_17769	1_14911	33.2	208	122	4	2	200	472	671	9.85e-20	86.3
1_17769	1_16323	32.7	199	119	6	13	200	109	303	1.94e-14	70.1
1_17769	1_16338	33.9	177	101	5	29	200	431	596	5.79e-15	72.4
1_17769	1_17799	32.4	142	87	4	53	189	346	483	1.77e-12	65.1
1_17769	1_17946	27.5	189	87	3	2	188	69	209	6.92e-11	59.7
1_17769	1_18198	32.1	212	99	5	1	200	227	405	6.62e-15	72.0
1_17769	1_18472	25.5	184	132	2	19	200	437	617	1.17e-11	62.8
1_17769	1_19313	31.1	161	106	2	42	200	90	247	1.59e-13	67.0
1_17769	1_19959	73.8	202	50	2	1	200	182	382	5.26e-97	286
1_17769	1_20866	32.8	131	85	2	73	200	51	181	1.11e-11	60.8
1_17769	1_22159	33.9	177	101	5	29	200	431	596	5.79e-15	72.4
1_17769	1_23597	33.5	203	113	5	12	200	458	652	5.16e-16	75.5
1_17769	1_23937	29.0	186	106	6	35	200	392	571	3.86e-11	61.2
1_17769	1_2400	33.7	196	115	5	9	199	245	430	1.46e-15	73.9
1_17769	1_4440	31.9	191	125	3	15	200	170	360	1.68e-19	84.7
1_17769	1_6524	33.2	208	122	4	2	200	480	679	9.88e-20	86.3
1_17769	1_9811	33.3	204	130	3	2	200	316	518	1.12e-23	97.4
1_19959	1_17769	73.8	202	50	2	182	382	1	200	1.03e-96	286
