1_10240	1_4167	33.0	276	163	7	62	327	17	280	1.90e-37	136
1_10810	1_4167	35.8	257	141	8	80	331	52	289	2.22e-36	133
1_10960	1_4167	34.6	260	148	8	87	339	44	288	3.87e-37	135
1_11274	1_4167	33.1	275	166	8	5	272	17	280	1.95e-38	137
1_11577	1_4167	32.6	230	146	4	70	293	52	278	5.98e-34	126
1_11898	1_4167	31.8	299	159	12	119	407	25	288	1.08e-31	124
1_12461	1_4167	33.2	277	174	5	48	321	11	279	6.33e-41	145
1_12665	1_4167	36.6	284	167	8	42	321	16	290	9.61e-41	144
1_12751	1_4167	32.6	230	146	4	70	293	52	278	4.59e-34	126
1_13274	1_4167	33.4	305	165	10	83	382	19	290	2.32e-34	132
1_14714	1_4167	35.8	257	141	8	51	302	52	289	1.09e-36	133
1_15277	1_4167	32.1	280	146	9	83	356	21	262	2.49e-31	123
1_15279	1_4167	32.7	275	167	7	68	334	17	281	1.54e-38	139
1_15358	1_4167	31.3	294	183	9	26	312	7	288	2.54e-36	132
1_17705	1_4167	31.7	293	168	7	45	323	11	285	8.60e-38	137
1_18694	1_4167	100	323	0	0	28	350	1	323	1.55e-242	659
1_19323	1_4167	33.8	287	177	7	40	322	2	279	2.41e-42	149
1_20747	1_4167	40.8	299	161	6	92	385	4	291	6.05e-69	220
1_21248	1_4167	36.6	284	167	8	68	347	16	290	1.85e-40	144
1_23621	1_4167	33.5	266	149	7	148	410	48	288	9.19e-34	132
1_3444	1_4167	35.1	308	176	8	31	331	5	295	1.98e-54	181
1_4167	1_10240	32.9	277	162	8	16	279	61	326	3.59e-37	135
1_4167	1_10810	35.8	257	141	8	52	289	80	331	2.96e-36	133
1_4167	1_10960	34.5	264	151	8	40	288	83	339	2.57e-37	136
1_4167	1_11274	33.2	274	165	8	17	279	5	271	4.26e-39	139
1_4167	1_12461	33.2	277	174	5	11	279	48	321	1.13e-41	147
1_4167	1_12665	36.6	284	167	8	16	290	42	321	7.20e-40	142
1_4167	1_12751	32.6	230	146	4	52	278	70	293	4.92e-33	124
1_4167	1_13274	34.0	306	162	12	19	290	83	382	5.38e-35	133
1_4167	1_14714	35.8	257	141	8	52	289	51	302	1.59e-36	133
1_4167	1_15279	32.6	276	168	7	16	281	67	334	3.66e-40	143
1_4167	1_15358	31.3	294	183	9	7	288	26	312	7.09e-36	131
1_4167	1_17705	31.7	293	168	7	11	285	45	323	3.23e-37	135
1_4167	1_18694	100	323	0	0	1	323	28	350	4.11e-242	658
1_4167	1_19323	33.8	287	177	7	2	279	40	322	1.22e-42	149
1_4167	1_20747	40.5	296	166	5	4	291	92	385	1.77e-69	221
1_4167	1_21248	36.6	284	167	8	16	290	68	347	1.27e-39	142
1_4167	1_23621	33.5	266	149	7	48	288	148	410	1.14e-33	130
1_4167	1_3444	34.6	309	176	8	5	295	31	331	3.41e-55	182
1_4167	1_5295	30.9	288	179	8	16	288	103	385	2.11e-36	134
1_4167	1_6655	36.6	284	167	8	16	290	70	349	1.32e-39	142
1_4167	1_7009	33.2	274	165	8	17	279	66	332	1.76e-38	139
1_4167	1_7145	100	323	0	0	1	323	32	354	4.77e-242	658
1_4167	1_817	39.4	287	163	7	12	291	42	324	9.34e-59	191
1_4167	1_9081	32.6	230	146	4	52	278	70	293	5.03e-33	124
1_4508	1_4167	30.7	306	153	11	175	472	9	263	4.40e-29	117
1_5295	1_4167	30.9	288	179	8	103	385	16	288	9.45e-37	135
1_6655	1_4167	36.6	284	167	8	70	349	16	290	1.94e-40	144
1_7009	1_4167	33.1	275	166	8	66	333	17	280	1.90e-37	136
1_7145	1_4167	100	323	0	0	32	354	1	323	1.82e-242	659
1_817	1_4167	39.4	287	163	7	42	324	12	291	3.89e-61	197
1_8656	1_4167	31.1	267	170	7	71	332	31	288	8.51e-30	115
1_9081	1_4167	32.6	230	146	4	70	293	52	278	4.71e-34	126
