ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
OG7_0004829_bestRep.tsv cat OG7_0004829_bestRep.tsv
OG7_0004829_bestRep.tsv cat OG7_0004829_bestRep.tsv
./OG7_0004829_bestRep.tsv cat ./OG7_0004829_bestRep.tsv
OG7_0004829_bestRep.tsv cat OG7_0004829_bestRep.tsv
OG7_0004829_bestRep.tsv cat OG7_0004829_bestRep.tsv
OG7_0004829_bestRep.tsv cat OG7_0004829_bestRep.tsv
OG7_0004829_bestRep.tsv cat OG7_0004829_bestRep.tsv
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
ahos|F4B756	2.06e-262
