1_10424	1_12620	98.5	2263	0	1	1	2263	97	2325	0.0	4248
1_12620	1_10424	98.5	2263	0	1	97	2325	1	2263	0.0	4248
1_12620	1_13442	98.6	2359	0	1	1	2325	1	2359	0.0	4443
1_12620	1_14052	97.8	2359	0	2	1	2325	1	2340	0.0	4393
1_12620	1_19426	98.2	1942	0	1	1	1908	1	1942	0.0	3700
1_12620	1_3867	95.3	2359	0	2	1	2325	1	2282	0.0	4264
1_13442	1_12620	98.6	2359	0	1	1	2359	1	2325	0.0	4443
1_14052	1_12620	97.8	2359	0	2	1	2340	1	2325	0.0	4391
1_19426	1_12620	98.2	1942	0	1	1	1942	1	1908	0.0	3702
1_3867	1_12620	95.3	2359	0	2	1	2282	1	2325	0.0	4262
