1_12198	1_7064	85.5	165	24	0	1	165	1	165	1.09e-86	251
1_4874	1_7064	99.4	165	1	0	334	498	1	165	2.30e-101	301
1_7064	1_10928	25.9	174	107	7	7	163	248	416	3.90e-04	39.7
1_7064	1_11550	35.7	84	51	2	1	82	339	421	1.13e-07	50.1
1_7064	1_12198	85.5	165	24	0	1	165	1	165	5.17e-85	246
1_7064	1_14159	24.2	124	79	4	1	115	337	454	3.26e-06	45.8
1_7064	1_16962	35.4	96	53	3	9	97	174	267	1.26e-05	43.9
1_7064	1_21546	26.0	181	103	5	5	165	328	497	2.39e-06	46.2
1_7064	1_2796	34.5	84	52	2	1	82	129	211	5.69e-08	50.8
1_7064	1_4678	48.6	70	30	2	9	74	310	377	1.07e-11	61.6
1_7064	1_4874	99.4	165	1	0	1	165	334	498	1.90e-102	302
1_7064	1_5378	44.3	176	77	5	1	163	311	478	5.99e-28	107
1_7064	1_557	36.5	63	36	1	7	69	302	360	1.23e-06	47.0
1_7064	1_8365	28.6	161	104	6	9	165	129	282	6.70e-08	50.4
1_7064	1_9805	24.1	174	114	5	5	165	329	497	2.22e-04	40.4
