1_10904	1_11415	34.0	388	206	12	2	348	6	384	1.11e-58	202
1_10919	1_11415	31.5	298	157	5	27	278	79	375	8.77e-40	146
1_11415	1_10904	31.1	466	231	14	6	427	2	421	1.07e-59	205
1_11415	1_10919	31.5	298	157	5	79	375	27	278	2.35e-39	146
1_11415	1_11977	61.8	424	133	3	145	543	1	420	1.20e-178	516
1_11415	1_12525	31.7	287	178	5	264	550	8	276	3.26e-26	111
1_11415	1_12641	37.7	284	147	4	281	536	1	282	5.54e-58	197
1_11415	1_13450	33.8	512	272	10	57	536	98	574	1.36e-79	267
1_11415	1_15033	32.8	402	185	11	79	439	8	365	8.62e-60	203
1_11415	1_15662	33.8	337	192	6	124	432	30	363	1.39e-53	187
1_11415	1_19199	35.9	220	110	3	356	547	3	219	5.18e-38	145
1_11415	1_19732	36.0	495	280	8	79	543	8	495	3.40e-93	298
1_11415	1_21052	35.7	412	229	9	129	511	1	405	5.56e-71	239
1_11415	1_2108	33.8	533	311	13	40	543	17	536	9.96e-87	285
1_11415	1_21225	40.4	218	103	2	281	471	1	218	7.46e-48	172
1_11415	1_21298	26.4	435	265	15	57	451	78	497	4.50e-28	119
1_11415	1_23378	34.0	435	254	8	109	516	63	491	1.31e-75	254
1_11415	1_23765	30.6	386	195	9	180	536	8	349	1.21e-46	169
1_11415	1_4495	33.4	455	269	9	109	536	63	510	3.19e-75	254
1_11415	1_5387	35.9	156	90	1	379	524	2	157	7.25e-21	94.7
1_11415	1_6843	37.9	409	197	12	164	539	24	408	2.26e-70	235
1_11415	1_7127	34.4	549	323	7	20	536	52	595	3.17e-93	300
1_11415	1_715	42.1	121	65	3	111	230	13	129	8.57e-20	85.9
1_11415	1_7624	38.7	346	199	6	50	384	55	398	5.50e-70	232
1_11415	1_8022	35.1	359	175	9	129	432	2	357	6.75e-53	184
1_11977	1_11415	61.8	424	133	3	1	420	145	543	7.86e-179	517
1_12525	1_11415	31.7	287	178	5	8	276	264	550	3.55e-24	104
1_12641	1_11415	37.7	284	147	4	1	282	281	536	4.20e-60	202
1_13450	1_11415	33.8	512	272	10	98	574	57	536	2.52e-79	266
1_15033	1_11415	32.8	402	185	11	8	365	79	439	7.94e-58	197
1_15662	1_11415	33.8	337	192	6	30	363	124	432	1.74e-51	181
1_19199	1_11415	35.9	220	110	3	3	219	356	547	9.42e-38	144
1_19732	1_11415	36.0	495	280	8	8	495	79	543	1.13e-94	301
1_21052	1_11415	35.7	412	229	9	1	405	129	511	1.53e-70	238
1_2108	1_11415	33.0	540	322	11	17	544	40	551	2.28e-88	290
1_21225	1_11415	40.3	221	105	2	1	221	281	474	1.01e-48	174
1_21298	1_11415	25.1	538	326	22	78	585	57	547	2.12e-25	111
1_23378	1_11415	34.0	435	254	8	63	491	109	516	1.09e-76	257
1_23765	1_11415	30.4	388	193	9	8	349	180	536	4.41e-48	172
1_4495	1_11415	33.4	455	269	9	63	510	109	536	2.03e-75	254
1_5387	1_11415	36.3	168	95	3	2	167	379	536	9.78e-23	99.8
1_6843	1_11415	36.9	423	208	13	7	403	145	534	6.50e-73	242
1_7127	1_11415	34.4	550	322	8	52	595	20	536	9.74e-93	299
1_715	1_11415	42.1	121	67	2	13	130	111	231	4.22e-21	87.8
1_7624	1_11415	38.1	365	209	7	37	395	26	379	3.28e-67	224
1_8022	1_11415	35.1	359	175	9	2	357	129	432	2.92e-54	187
